job_title,job_desc,job_location,job_indus,employ_type,power,microstrategy,looking,sap,sisense,tibco,qlik,qlikwise,sas,jupyter,agile,bigquery,tableau,google,IBM,chartio,excel,alteryx,word,powerpoint,shiny,lambda,azure,teradata,sql,r,python,java,matlab,javascript,mongodb,nosql,mysql,c#,c++,powerbi
Business/Data Analyst | Data & Analytics,At EY youll have the chance to build a career as unique as you are with the global scale support inclusive culture and technology to become the best version of you And were counting on your unique voice and perspective to help EY become even better too Join us and build an exceptional experience for yourself and a better working world for all  The opportunity  EY DnA is the data and advanced analytics capability within EY AsiaPacific with over 500 specialist employees working across multiple industry sectors  As a BusinessData Analyst you will support our clients in defining and implementing a data journey aligned with their strategic objectives Some of your responsibilities will include Be a part of one of our successful delivery teams and get an opportunity to move into a more consultative role working across various data environments and helping our clients solve their business problems with data Be responsible for creating requirement specifications analysing requirements creating visual models facilitating elicitation sessions and digging around in the data when needed Designing and building reports  capture data requirements for the client and team Creating requirements specifications analysing requirements creating visual models facilitating workshop sessions and using the necessary business analyst tools  To qualify for the role you must have Worked in a similar BusinessData Analyst position for at least 35 years with a focus on data management data governance and data strategy Ability to understand and identify business rules and processes Conducted process mapping and requirements gathering workshops with nontechnical stakeholders Working with SQL databases and database querying languages Have knowledge and experience of all phases of software development including requirements analysis design coding testing defect management Due to the nature of the client base you MUST BE an Australian Citizen  Ideally youll also have Experience in engaging with both technical and nontechnical stakeholders Strong consulting experience and background including engaging directly with clients Experience in a delivery role on Business Intelligence Data Warehousing Big Data or analytics projects Ability to problemsolve and think critically Technical reconciliation and reporting skills Some development experience would be advantageous but not essential  What We Offer Success as defined by you Well provide the tools and flexibility so you can make a meaningful impact your way Continuous learning personalised career development including coaching experiences and formal learning so youll develop the mindset and skills youll need to thrive in the future Diverse and inclusive culture Youll be embraced for who you are and empowered to use your voice to help others find theirs  At EY youll be rewarded and recognised based on your performance and our comprehensive benefits package can be tailored to your individual needs  We hold a collective commitment to foster an environment where all differences are valued and respected practices are equitable and everyone experiences a sense of belonging If you require any adjustments to the recruitment process in order to equitably participate we encourage you to advise us at the time of application via contactrecruitmentaueycom or phone 61 3 8650 7788 option 4  We understand the importance of social distancing at this time so our recruitment and onboarding process may be managed virtually so we can continue to prioritise the safety and wellbeing of EY people clients guests and the broader public  The Exceptional EY Experience Its Yours To Build  EY  Building a better working world  EY exists to build a better working world helping to create longterm value for clients people and society and build trust in the capital markets  Enabled by data and technology diverse EY teams in over 150 countries provide trust through assurance and help clients grow transform and operate  Working across assurance consulting law strategy tax and transactions EY teams ask better questions to find new answers for the complex issues facing our world today  Show less Seniority level Entry level Employment type Fulltime Job function Information Technology Industries Accounting Referrals increase your chances of interviewing at EY by 2x See who you know,Western Australia,Accounting,Full-time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,Sydney  Summary  Bring your combined finance and data solution and development skills to our Group Treasury Capital Reporting Data Hub team Partnering with business stakeholders and a team of high performing members you will be responsible for a platformsolution that provides capital data and business intelligence to the Group Treasury and other Macquarie functions  About The Role  As a Data Analyst in our Group Treasury division you will be responsible for the endtoend run of the daily delivery of the capital data to Group Treasury and other Macquarie business units  In addition you may be required to interpret capital data requirements then strategically plan and build the solution for these requirements using the existing Capital Reporting Data Hub platforms  Your key responsibilities include Daily delivery of capital data Active engagement with capital data consumers and define new capital data and reporting requirements Development of PowerBI reports and the underlying data structure to meet consumer data requirements Ongoing support of adhoc data queries and endtoend data analysis About You  This role will suit you if you are analytical commercially minded and enjoy problem solving Previous experience with the PowerBI Alteryx SQL DAX code or equivalent technologies will be advantageous and experience in financial services or banking firm will be viewed favourably  We ask that you have a track record of success in the workplace combined with an outstanding academic background in a finance or quantitative degree actuarial commence economics engineering mathematics or similar You will have strong written and verbal communication skills alongside the ability to interpret and explain complex data In addition you will have superior stakeholder management skills  About The Financial Management Group  The Financial Management Group provides financial tax and treasury services to all areas of Macquarie The group is focused on providing strategic analysis and advice to Macquaries businesses and senior management managing Macquaries funding liquidity and capital position ensuring Macquarie continues to meet regulatory and compliance obligations and managing Macquaries corporate affairs  Our commitment to Diversity Equity and Inclusion  The diversity of our people is one of our greatest strengths An inclusive and equitable environment enables us to deliver innovative and sustainable outcomes for our people clients shareholders and communities From day one youll be encouraged to be yourself and supported to perform at your best If our purpose of empowering people to innovate and invest for a better future is as inspiring to you as it is to us please apply With the right technology support and resources our people can work in a range of flexible ways  We are committed to providing a working environment that embraces and values diversity equity and inclusion We encourage candidates to speak with a member of our recruitment team if you require adjustments to our recruitment process to support you and the type of working arrangements that would help you thrive  About Macquarie  A career at Macquarie means youll have the opportunity to develop and utilise new skills explore interesting fields and do challenging work that will impact the lives of people around the worldwhether its accelerating the green energy transition helping sustain global food supplies financing social housing projects or investing in essential infrastructure At Macquarie were empowering people to innovate and invest for a better future  Our size and international presence means your work can take you anywhereacross business groups disciplines sectors and borders With 18000 employees and offices in 33 markets around the world were a truly global organisation  Youll be supported by a diverse team where the unique perspectives ideas and experiences that all of our people bring are valued Youll be empowered to address unmet needs in our communities whilst advising and investing alongside our clients and partners Working with us youll have the opportunity to make a difference  Macquarie is a global financial group providing clients with asset management retail and business banking wealth management leasing and asset financing market access commodity trading renewables development specialist advisory capital raising and principal investment  Find out more at wwwmacquariecomcareers  Job no FMG965264  Work type Permanent  Full time  Location Sydney  Category Junior Data  Analytics  Group Financial Management Group  Division Group Treasury  Recruiter Verity Morison  Opening Date 2552022 Show less Seniority level Not Applicable Employment type Fulltime Job function Finance Industries Banking Financial Services and Investment Banking Referrals increase your chances of interviewing at Macquarie Group by 2x See who you know,New South Wales,Banking,Full-time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FLEXIBLE WORK FROM HOME (AUSTRALIA) - ONLINE DATA ANALYST,TELUS International AIData Solutions partners with a diverse and vibrant community to help our customers enhance their AI and machine learning models The work of our AI Community contributes to improving technology and the digital experiences of many people around the world Our AI Community works in our proprietary AI training platform handling all data types text images audio video and geo across 500 languages and dialects We offer flexible workfromhome opportunities for people with passion for languages The jobs are parttime and there is no fixed schedule Whoever you are wherever you come from come join our global AI community wwwtelusinternationalcom  We are hiring freelance English speaking Online Data Analyst for a project aimed at improving the content and quality of digital maps which are used by millions of users globally The job would suit someone who is detailoriented likes doing research and has a good knowledge of national and local geography  This is a freelance position on a flexible schedule of up to 20 hours per week  you can work in your own time whenever work is available You will be completing research and evaluation tasks in a webbased environment eg verifying and comparing data determining the relevance and accuracy of information You will be provided with guidelines for each task which need to be followed The project offers a variety of tasks and work is paid per task  Requirements  Fluency in English  You must be living in Australia for the last 2 consecutive years  Ability to follow guidelines and do research online using search engines online maps and website information  You must have familiarity with current and historical business media sport news social media and cultural affairs in Australia  Being open to work across a diverse set of Task Types eg News Audio tasks Relevance  Applicants must be 18 years or over ID verification must be attached when submitting your application  Why Join the TELUS International AI Community  Earn extra income  Access to our community wellbeing initiative  Remote work  Location Independence  Be your own boss  Whats next  Please follow the steps below on how to apply for the project  1 Create an account here httpswwwtelusinternationalaicmpcontributorjobsavailable200  2 Click Sign Up and answer the necessary fields  3 Check your email inbox to confirm your email and set up your password and account  4 Select AU as your country and English AU as your primary language Please note that you must set up your country and primary language correctly in order to view this project  Once you complete the registration process click the Apply button to start your application process for the project Show less Seniority level Entry level Employment type Parttime Job function Information Technology and Research Industries IT Services and IT Consulting and Outsourcing and Offshoring Consulting Referrals increase your chances of interviewing at TELUS International AI Data Solutions by 2x See who you know,Australia,IT Consulting,Part-time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,About Alstom  We create smart innovations to meet the mobility challenges of today and tomorrow We design and manufacture a complete range of transportation systems from highspeed trains to electric buses and driverless trains as well as infrastructure signalling and digital mobility solutions Joining us means joining a truly global community of more than 75 000 people dedicated to solving realworld mobility challenges and achieving international projects with sustainable local impact  If youre ambitious driven and teamspirited this is your opportunity to build a career as Data Analyst in West MelbourneVIC   Position summary  Key responsibilities will include maintaining the FRACAS database and collating data to identify trends and root causes for daily and monthly fleet performance reviews  Please ensure your application is accompanied by a Cover Letter and CV we are interested in why you want to join Alstoms VLine Maintenance project and how your experiences will benefit the team This position includes a Myki pass that provides free Public Transport in Victoria  Key Requirements Tertiary qualification in Engineering Commerce or related analytical field Strong analytical skills and attention to detail Highly developed communication skills with the ability to target your audience Proficient in Microsoft Power BI and Microsoft Excel Experience in using data visualisation tools to create reports Knowledge of MAXIMO SAP or other CMMS   Alstom is the leading company in the mobility sector solving the most interesting challenges for tomorrows mobility Thats why we value inquisitive and innovative people who are passionate about working together to reinvent mobility making it smarter and more sustainable Day after day we are building an agile inclusive and responsible culture where a diverse group of people are offered opportunities to learn grow and advance in their careers with options across functions and geographic locations Are you ready to join a truly international community of great people on a challenging journey with a tangible impact and purpose  Equal opportunity statement  Alstom is an equal opportunity employer committed to creating an inclusive working environment where all our employees are encouraged to reach their full potential and individual differences are valued and respected All qualified applicants are considered for employment without regard to race colour religion gender sexual orientation gender identity age national origin disability status or any other characteristic protected by local law Show less Seniority level Not Applicable Employment type Other Job function Engineering Industries Truck Transportation and Railroad Equipment Manufacturing Referrals increase your chances of interviewing at Alstom by 2x See who you know,Victoria,Transportation,Other,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,The opportunity The Data Analyst role is responsible for inputting into and delivering the Analytics strategy for the organisation This includes insights on our customers to help us better understand behaviours and trends and to drive improved customer outcomes experiences and optimise commercial value for AMP  Key responsibilities include data modelling and data visualisation to build out our selfservice tool capability Will have a focus on all areas of a customer lifecycle including acquisition retention and engagement This position also plays a key role in quantifying and improving the effectiveness of AMPs marketing activities and is responsible for interfacing into the business to ensure our Marketing efforts are appropriately prioritised and managed calling out risks and concerns proactively and in a timely manner  How you will make an impact Use analytics to maximise the value of data across AMP  Build Deploy and Document data assets to enable selfservice tools and Data insights Build selfservice tools in PowerBI and enhance existing tools Work with peers and business leaders to identify requirements and develop into actionable data assets and insights Work with crossfunctional teams to develop the implementation approach and execute Use advanced analytics techniques to build machine learning models and enable automation Identify opportunities for selfservice and work with stakeholders to collate feedback to build out a development pipeline Build and grow the capabilities of our marketing automation and measurement engine through data science  What you will bring to the role The successful applicant will have at least 2 years experience in an analytics role working in a cloud environment to deliver analytics solutions Experience interfacing directly with crossfunctional stakeholders managing expectations prioritising tasks and identifying ways that analytics and insights can help solve business problems Excellent consultative skills with a proven ability to communicate requirements and outcomes effectively and clearly Demonstrable experience of having taken ambiguous requirements working with stakeholders to shape work packages and delivering data assets which successfully meet the business need Experience in data mining  engineering tools including SQL R Python Experience with AWS or other cloudbased data architectures Experience in data visualization tools including PowerBI Qlikview Tableau  Is this your dream job then apply today We review applications as soon as we receive them and if we find our perfect candidate we may close the role earlier than the advertised close date  Working for AMP We are transforming our business We are looking for people with courage accountability and integrity who inspire the same in others If you are comfortable challenging the statusquo and perform at your best in an evolving and complex environment  we need you  AMP The investor in all of us The investor in all of us  AMP  Wellbeing  Benefits We invest in the health wellbeing and development of our people by offering a range of great benefits to support you be your best professionally and personally  WeFlex Choose how when and where you work CHAPM Program Access for you and your family to 247 wellbeing and counselling support Wellbeing programs and activities Annual health checks flu vaccinations information sessions LinkedIn Learning and other LearningAMP programs to grow your career Volunteering opportunities through our AMP Foundation Financial WellBeing competitive home loans leading superannuation contribution discounted financial advice and personal insurance  Inclusion  Diversity The diversity of our people is core to our ability to innovate grow and achieve great outcomes for our people customers shareholders and the community If you have a natural curiosity an appreciation for differences and an innate willingness to help others you will be valued at AMP  At AMP we are committed to improving employment opportunities for Aboriginal and Torres Strait Islander peoples and we encourage applicants from Aboriginal and Torres Strait Islander descent to apply Read more about our Reconciliation Plan here  Let us know when you apply what we can do to help you show up at your best during our selection process  Message to recruitment agencies Please do not send unsolicited resumes to any AMP employee in relation to this role or others We cannot accept unsolicited resumes or be responsible for fees related to unsolicited candidates Show less Seniority level Associate Employment type Fulltime Job function Analyst Industries Advertising Services Banking and Financial Services Referrals increase your chances of interviewing at AMP by 2x See who you know,New South Wales,Advertisement,Full-time,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
"Data Analyst, Finance",About The Business  DSV Air  Sea is constantly evolving and expanding with the global market Working for the worlds 3rd largest global supplier of transport and logistics can open up many opportunities for you to develop your career on an international scale  An exciting opportunity has become available to work as a Business Analyst as part of our Head Office team in Melbourne  Job Tasks And Responsibilities  To ensure the operational efficiency and excellence of our organization  The position is also responsible for supporting the Performance Optimization Director APAC with the investigation and understanding of internal processes and systems that ultimately affect the delivery of services to DSV customers  The role will be country based with each task irrespective of size having a desired outcome timeline and working parameter  The position is also responsible to the Director Finance Oceania and will produce monthly management accounts Investigation and collecting of data and analyzing of each micro project for the APAC region to form benchmarking analysis that will provide information as the basis for business optimization Providing evidence for findings of the required information request lists and follow up countries in the APAC region for base line data as required Implement and set up the action plan environment through detailed documentation and guidelines whilst supporting the Director of Performance Optimization Generation of financial reports from the companys ERP systems Cargowise 1 and SAPERP and produce management reports as required Supporting the reviews of the countries in the APAC region In doing so will be Assisting with the data gatherings both from the countries as well as from the systems directly Helping with the reviewing of the information provided looking for areas of improvement Preparing adhoc reports to gain new insights of the underlying data and transactions Helping with sample checking of transactions against contracts Supporting the documenting of processes  Help with preparing an action plan table and related follow up with the countries The role will also be involved with topicbased projects that will be related to manyall countries in the APAC region Skills And Experience  Experience in systems research and process development The ability to provide solutions that are outcome based and driven by maximum use of our operating platform Microsoft Excel a must  A Tertiary qualification in accounting preferred but not a must  Any freight forwarding and or internal audit experience would be beneficial  Why work with DSV  Truly global  Well give you 75000 colleagues in 90 countries all over the world Were a global family  Ownership  Well encourage you to act as if DSV was your own business Our local branches work very autonomously and decisions are made close to the customer This is what makes us unique agile and strong  Performance  Youll join a group of highly dedicated people who strive to improve every day If you like a challenge and a constantly changing environment then join us  Learning  Our DSV academy will give you access to knowledge and training which will allow you to grow and influence the path of your career We want you to realise your potential and reach your career goals  We grow together  Youll be part of a genuinely fastgrowing company We started our journey in 1976 and since then we have expanded our market share immensely But we have only just begun â the most exciting time to join DSV is now  Informal environment  Youll be part of a dynamic and informal environment where people speak their minds This allows us to move fast stay ahead and face challenges headon This is the DSV way  Empowerment  Well empower you to make a difference We believe that people do great things when they are given the opportunity and support they need to succeed We trust in people Show less Seniority level Entry level Employment type Fulltime Job function Information Technology Industries Software Development Referrals increase your chances of interviewing at ShortPoint by 2x See who you know,Victoria,Software Development,Full-time,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Data Analyst,An experienced Business Analyst is needed to join a dynamic Program as it enters its Delivery phase  The Discovery Phase is nearing completion and the Program has identified the need for savy BAs who can ask the hard questions and are skilled to find answers in collaboration with key stakeholders  You will be joining a Program that is delivering significant tangible business outcomes to one of Australias iconic brands  As such BAs who can roll up their sleeves understand complex data architecture and structures dive deep into details and above all want to have fun and grow professionally are encouraged to apply for these sought after contract roles  Experience Minimum 10 years work experience in crossfunctional multidomain projects impacting legacy and contemporary business and data platforms and systems Exposure to complex datadriven business platforms Business and data analysis overlayed with operational impact and business change management experience Engaging and collaborating with business technology and data stakeholders including onshore and offshore teams as well as external vendors Banking  Finance and in particular exposure to Credit Risk is preferred Exposure to Regulatory programs and APRA compliance deliveries Skills Excellent written and verbal communications with diverse stakeholders Handson business and data analysis in complex business operations technology and data architectures Defining and communicating business data flow Problem solving Selfstarter with excellent time management Comprehensive documentation Superb business requirements hygiene and record keeping Tertiary qualification in relevant field Key Responsibilities Business and data analysis overlayed with operational impact and business change management experience Engaging and collaborating with business technology and data stakeholders including onshore and offshore teams as well as external vendors Handson business and data analysis in complex business operations technology and data architectures Defining and communicating business data flow Documenting and tracing business requirements from definition through design build and testing Show less Seniority level Associate Employment type Contract Job function Information Technology Industries IT Services and IT Consulting Referrals increase your chances of interviewing at Nixil by 2x See who you know,Victoria,IT Consulting,Contract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst - Financial Services - Investments,Direct message the job poster from Hydrogen Group Samuel Ross Consultant  Business Transformation  Hydrogen Group Join our clients Investments team build data capability lots of opportunities for career progression as the team continues to grow As one of Australias largest profitto member superannuation funds our mission is to help our members achieve their personal best retirement outcomes  Be part of the build out of our Investments Data Team Award winning Fund Manager  Employer of choice Work to suit your lifestyle  flexiblehybrid working About the Job  Your role will be responsible for sourcing and managing data feeds and providing expert analysis of Investment data and data relationships whilst identifying and optimising the investment systems and data sourcesflows This is an ideal role for an experience Data professional to use their knowledge to bring about best practice and be part of a growing team  Key responsibilities  Understand and describe data definitions lineage provenance and the data quality of critical data for the Rest Investment business 10 years experience in as Data Analyst role SQL AWS Snowflake Azure experince Develop and improve the Investment Data Platform assuring the availability of and trust in business data Design and manage the implementation of technical specifications for data ingestion patterns to optimise persistence for reporting and analytical data sets Support best practice business process optimisation for the Data and Analytics operations Collaborate with Investment teams and key stakeholders If this sounds like you apply now by submitting your resume Alternatively you can send me your profile to samuelrosshydrogencom      Show less Seniority level Entry level Employment type Fulltime Job function Finance Industries Financial Services Referrals increase your chances of interviewing at Hydrogen Group by 2x See who you know,New South Wales,Financial Services,Full-time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Data Operations Analyst,Excellent career opportunity Great culture and environment Permanent role with competitive salary on offer Be the first in this new Data role for the company based out of APAC  Fully Remote  Competitive Salary  Your new company As a SaaS company your new company provides software platforms to organisations so they can make location critical business decisions with confidence Working with customers worldwide in 70 countries and using the power of sophisticated data science machine learning and AI you will analyse data sources to identify information that enables customers to make business critical decisions   Your new role As the Data Operations Analyst you will be responsible for using data to form business insights using the clients proprietary software  Your core focus is to  Collect data from available sources Understand and implement business requirements from customers Perform data cleansing and verification via SQL and other tools to generate standard or customer reports for review by stakeholders Create a BI tools or automation workflow including designing related databases spreadsheets or outputs to implement statistical models for accurate statistical analysis and reports Gather analyse specify and validate business needs from stakeholders   What youll need to succeed To be successful in this role you will be a proactive and motivated individual who is passionate about customers and the clients software with good analytical and problem solving skills  You will also possess  Experience in MS SQL Server ability to select and manipulate data through SQL syntax Some experience in JSON file format for data sets and configurations using keyvalue notation Microsoft office suite especially Excel Working with Azure PaaSSaaS services Single sign on integration Experience in Microsoft NET stack Exposure to Geographical Information Systems GIS software such as MapInfo Professional ESRI ArcGIS or QGIS Atlassian Suite Jira Confluence Tempo etc   What youll get in return  Generous Salary Hybrid work culture and can also work up to 100 remote Great company benefits   What you need to do now If youre interested in this role click apply now to forward an uptodate copy of your CV to tonyhauhayscomau  or call us now If this job isnt quite right for you but you are looking for a new position please contact us for a confidential discussion on your career  SA Licence number  LHS 297508  Show less Seniority level Associate Employment type Fulltime Job function Information Technology and StrategyPlanning Industries IT Services and IT Consulting Retail Office Equipment and Consumer Services Referrals increase your chances of interviewing at Hays by 2x See who you know,Victoria,IT Consulting,Full-time,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
BI Data Analyst,Direct message the job poster from Powerlink Queensland Klaas van Noord Internal Recruiter  Powerlink Queensland  Creating powerful connections between people and opportunities while drinking coffee Job description  Collaborate with stakeholders across the organisation delivering innovative solutions through leading technologies Play a key role in empowering enterprisewide decisionmaking Excellent facilities free secure parking onsite cafeteria and gym Leading the transmission industry in Australia with innovation and growth About the role In our BI Data Analyst position your primary purpose will be to empower the organisation to make informed decisions providing best practise advice and to advocate the value of data  You will be is responsible for supporting data retrieval orchestration modelling analysis and visualisation leveraging business intelligence tools and a comprehensive reporting framework  About you You have had prior success in a senior data analytical or reporting role and enjoy working in a fast paced dynamic environment within a team that delivers collaborative high quality professional services  With a passion for connecting customers to outcomes through data you are able to leverage your skills to provide tangible outcomes for the organisation  You have demonstrated hands on experience in ETLELT data manipulation analytics and visualisation as well as proficiency in BI solutions such as Azure Data Factory Snowflake Alteryx Tableau and SAP Analytics Cloud  Your excellent communication skills allow you to influence stakeholder expectations effectively and provide best practise advice  You have either a Degree qualification in a relevant discipline or a lesser qualification with extensive experience in a related discipline to Business Intelligence  Next steps Please click on the Apply button below to apply Applications close on Sunday 14th August 2022 at 1159pm Please monitor your email regarding communication on progress of your application  If you have any support or access requirements we encourage you to advise us at the time of application  For further information about this opportunity or for a copy of the Position Description please contact the recruitment team at recruitmentpowerlinkcomau  About Powerlink Powerlink is a leading Australian provider of electricity transmission services delivering safe cost effective and reliable solutions Our purpose is to connect Queenslanders to a worldclass energy future providing electricity to five million Queenslanders and 238000 businesses  Our people strategy focuses on balanced leadership values diverse backgrounds and fosters a culture of inclusion  At Powerlink we are an equal opportunity employer and proud to be a Work180 Endorsed Employer for Women    We offer  At Powerlink we offer    Family friendly and flexible working arrangements 14 weeks paid parental leave  at full or half pay Substitution of Public Holidays Bright open office layout Free undercover parking and charging stations for electric vehicles Access to a corporate health plan with employee discounts Annual flu vaccinations Onsite gym facilities Access to an employee assistance program Various other forms of leave that support you to support your community   Our competitive employment terms and conditions are enhanced by a broad range of benefits including salary packaging novated lease vehicles and access to an onsite credit union and cafeteria  Show less Seniority level Associate Employment type Fulltime Job function Information Technology Industries IT Services and IT Consulting Oil and Gas and Utilities Referrals increase your chances of interviewing at Powerlink Queensland by 2x See who you know,Queensland,IT Consulting,Full-time,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Insights and BI Analyst,Join a true green tech sustainability business who are market leaders and scaling rapidly locally and in international markets  Take on a foundational role to set the foundation platforms and processes for data utilisation whilst making a real impact in a fast moving and fastgrowing group and industry  Build out new and innovative products and services across the technology spectrum using advanced tools hardware and datasets  Work with a fantastic passionate team and know your outcomes will deliver real business values real support to farmers and a real impact on reducing carbon in our atmosphere  AgriProve is in the business of creating solutions to implement soil carbon sequestration projects at scale As both an Australian and global leader in soil carbon we collaborate with farmers partners and investors to deliver value by proactively managing soil improving land productivity and delivering carbon sequestration We are a rapidly growing organisation seeking a driven and passionate individual who can help us develop the soil carbon industry  We are looking for an Insights and BI Analyst to help us develop and implement our business intelligence and Insights functions Insights and BI Analyst responsibilities include ingesting data and building data models analysing acquired data developing and maintaining the monitoring and visualisation suite providing insights and testing new systems If you have a background in data and analytics and experience with analytics tools like Tableau and Microsoft Power BI wed like to meet you Ultimately youll help us turn data into knowledge using predictive and analytics solutions  Responsibilities Translate business needs to technical specifications Design build and deploy BI solutions eg reporting tools Maintain and support data analytics platforms eg AWS Athena PowerBI Tableau AWS Quicksight Create tools to store data eg OLAP cubes Conduct unit testing and troubleshooting Evaluate and improve existing BI systems Collaborate with teams to integrate systems Develop and execute database queries and conduct analyses Create visualizations and reports for requested projects Develop and update technical documentation Test implement and document BI systems Evaluate existing datacollecting and analytics systems Build predictive models and machinelearning algorithms Translate business needs into technical specifications Analyze big data to discover trends and patterns Establish procedures for data sharing with internal and external stakeholders Ensure we use accurate and secure methods to extract data Use data visualization techniques to present information  Requirements Proven experience as a BI Developer or Data Scientist Background in data warehouse design eg dimensional modeling and data mining Indepth understanding of database management systems online analytical processing OLAP and ETL Extract transform load framework Familiarity with BI technologies eg Microsoft Power BI Tableau Knowledge of SQL queries Proven abilities to take initiative and be innovative Analytical mind with a problemsolving aptitude BScBA in Computer Science Engineering or relevant field  Benefits Competitive Package Join a true Green Tech scale up  at the ground floor Hybrid Work From Home  Flexible hours Training  Development Performance Bonus Novated Leasing Show less Seniority level Entry level Employment type Fulltime Job function Information Technology Industries Environmental Services Referrals increase your chances of interviewing at AgriProve by 2x See who you know,New South Wales,Engineering,Full-time,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Data Analyst,You are a passionate data professional eager to bring your analytical mindset to the table to identify key opportunities and provide actionable insights  We are a valuesdriven team of analytical techsperts who believe in the power of proof supporting growth and getting excited over data  Together we can commit to your development career growth and training  ensuring that youre constantly evolving and being challenged in your career  See Yourself In Our Team  The Data Decision Science DDS FAS provide a combination of data management insights and analytics for the business You will join the SBC Data Chapter to provide data SME knowledge to the Simpler Better Collections program  This role primarily supports the delivery of data requirements for the DDS Data Chapter within Simple Better Collections SBC program You will work collaboratively with a team of dynamic analysts engineers and testers in key strategic data transformation journey required to deliver the DDS Data Chapter successfully  On a Day To Day Basis You Will Support the delivery of data requirements eg data interface designs BRD and testing for your Squad Support technical team with inputs from Business Chief Data Office and 3rd party software vendors using technology such as Abinitio Spark Experian AWS Stack S3 Aurora DB Support the implementation of Data Management Roadmap for the Simple Better Collections Program including Critical Data Elements Metadata Harvesting Data Lineage Risk  Control Assessment and Data Quality Identify and manage delivery risks along with continuous improvements of existing solutions Were Interested In Hearing From People Who Have  Please note that were interested in hearing from people who might not meet all the following criteria Were open to working with the right candidate to fill any skill gaps during your journey with us Experience with Data Analytics Data Engineering and Data Integration projects within Financial Services Problem solver and able to work with business stakeholders Beginner knowledge of JIRA Confluence within Agile Environment Beginner knowledge of Data Tools SQL Python Tableau Understanding of Collections business or processes Tertiary qualifications in Business and or Information Technology desirable If this role is of interest please apply today  The health and safety of our people customers and communities is our number one priority This means that we require all our employees to be fully vaccinated against COVID19 Please speak to us if you have any questions about this based on your individual circumstances  If youre already part of the Commonwealth Bank Group including Bankwest youll need to apply through Sidekick to submit a valid application Were keen to support you with the next step in your career  Were aware of some accessibility issues on this site particularly for screen reader users We want to make finding your dream job as easy as possible so if you require additional support please contact HR Direct on 1800 989 696  Advertising End Date 08082022 Show less Seniority level Entry level Employment type Fulltime Job function Information Technology Industries Banking Referrals increase your chances of interviewing at Commonwealth Bank by 2x See who you know,New South Wales,Banking,Full-time,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
